timestamp,total_packets,total_loopback,total_multicast,total_udp,total_tcp,total_options,total_fragment,total_fin,total_syn,total_intensity,input_packets,input_udp,input_tcp,input_options,input_fragment,input_fin,input_syn,input_intensity,output_packets,output_udp,output_tcp,output_options,output_fragment,output_fin,output_syn,output_intensity,is_anomaly
2025-11-22T14:41:52.519903,358,0,33,55,87,0,113,2,9,174.6233663230007,12,0,12,0,12,0,1,5.853297195184382,35,22,13,0,35,0,0,17.07211681928778,0
2025-11-22T14:41:54.534946,356,0,35,37,139,2,152,4,4,176.81235729643998,1,0,1,0,1,0,0,0.4966639249899999,25,22,1,2,12,0,0,12.41659812475,0
2025-11-22T14:41:56.632972,400,0,0,20,180,0,180,10,7,190.7654214750638,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
2025-11-22T14:41:58.649938,400,0,12,24,176,0,176,0,0,198.51254173241463,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
2025-11-22T14:42:00.690916,376,0,51,71,115,0,115,0,0,184.4350851094933,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
2025-11-22T14:42:02.703891,352,0,67,115,61,0,75,2,10,174.9846909211629,6,0,6,0,6,0,1,2.9826935952470945,20,12,8,0,20,0,1,9.942311984156982,0
2025-11-22T14:42:04.720991,398,0,36,94,101,0,103,6,10,197.4296676770747,16,0,16,0,16,1,1,7.936871062394963,15,0,15,0,15,1,1,7.440816620995277,0
2025-11-22T14:42:06.777982,400,0,132,132,68,0,68,0,0,194.67906506980137,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
2025-11-22T14:42:08.827958,400,0,24,60,140,0,140,0,8,195.3063518274593,0,0,0,0,0,0,0,0.0,24,24,0,0,0,0,0,11.718381109647558,0
2025-11-22T14:42:10.847983,352,0,56,68,108,0,112,0,0,174.36347585387196,0,0,0,0,0,0,0,0.0,32,32,0,0,0,0,0,15.851225077624724,0
2025-11-22T14:42:12.901952,384,0,156,166,14,0,44,0,2,187.0713570650123,7,0,7,0,7,0,1,3.41015494649762,40,33,7,0,7,0,1,19.486599694272115,0
2025-11-22T14:42:14.917069,390,0,101,147,34,0,63,1,0,193.6678336456985,1,0,1,0,1,1,0,0.4965841888351244,37,36,1,0,1,0,0,18.373614986899604,0
2025-11-22T14:42:16.970931,386,0,16,80,113,0,145,4,4,188.1068408789404,0,0,0,0,0,0,0,0.0,12,12,0,0,0,0,0,5.847881063594002,0
2025-11-22T14:42:19.018916,346,0,93,101,70,0,104,6,4,169.09049899919123,26,1,25,0,25,1,2,12.70622246814732,119,94,25,0,59,1,2,58.15540283498197,0
2025-11-22T14:42:21.069957,242,0,64,68,28,0,82,0,2,118.07199027805422,4,0,4,0,4,0,1,1.9516031450918048,70,64,6,0,60,0,1,34.15305503910659,0
2025-11-22T14:42:23.082912,182,0,71,71,8,0,79,4,0,90.499837995848,0,0,0,0,0,0,0,0.0,71,71,0,0,71,0,0,35.30488185552312,0
2025-11-22T14:42:25.100950,320,0,108,131,0,1,117,0,0,158.67258477429087,0,0,0,0,0,0,0,0.0,24,23,0,1,23,0,0,11.900443858071815,0
2025-11-22T14:42:27.188082,258,0,95,106,8,1,66,4,0,123.76098755311246,0,0,0,0,0,0,0,0.0,85,84,0,1,48,0,0,40.77396876749829,0
2025-11-22T14:42:29.201941,320,0,144,148,12,0,146,0,0,159.0162294791603,0,0,0,0,0,0,0,0.0,24,24,0,0,12,0,0,11.926217210937024,0
2025-11-22T14:42:31.213917,396,0,43,135,59,0,148,4,12,196.99127955279465,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
2025-11-22T14:42:33.227943,372,0,0,103,79,0,131,4,8,184.84940248125093,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
2025-11-22T14:42:35.242916,306,0,26,118,33,2,65,2,8,151.9493287959717,0,0,0,0,0,0,0,0.0,26,24,0,2,0,0,0,12.910727283317856,0
2025-11-22T14:42:37.259933,302,0,6,93,44,1,84,2,4,149.83718481878012,1,1,0,0,0,0,0,0.4961496186052321,8,7,0,1,7,0,0,3.969196948841857,0
2025-11-22T14:42:39.273913,326,0,6,73,90,0,124,6,16,161.98692132787414,18,18,0,0,12,0,0,8.944063140802868,23,23,0,0,22,0,0,11.42852512435922,0
2025-11-22T14:42:41.287975,352,0,15,47,129,0,165,6,12,174.88693824458835,12,12,0,0,10,0,0,5.962054712883694,27,27,0,0,24,0,0,13.41462310398831,0
2025-11-22T14:42:43.339958,278,0,57,129,8,0,109,2,0,135.60961730717074,29,27,2,0,18,1,0,14.1463269852804,84,82,2,0,77,1,0,40.97556781943288,0
2025-11-22T14:42:45.375994,394,0,12,85,108,0,157,4,8,193.63061446850512,72,28,44,0,64,2,4,35.38427472520906,89,41,48,0,77,2,4,43.73889514643898,0
2025-11-22T14:42:47.392941,326,0,39,83,69,1,119,4,4,161.81019870323976,57,19,38,0,57,2,2,28.291967257928427,89,57,31,1,62,2,2,44.17517694659,0
2025-11-22T14:42:49.409913,376,0,63,72,99,3,105,4,14,186.5274560156843,29,3,26,0,29,2,3,14.386426128869267,82,48,31,3,34,2,3,40.67886008852689,0
2025-11-22T14:42:51.425934,394,0,128,126,69,0,69,8,6,195.63163398219285,9,0,9,0,9,0,1,4.468742908222679,128,120,8,0,8,0,1,63.55545469472255,0
2025-11-22T14:42:53.482905,374,0,21,18,156,0,155,12,6,181.93094029274664,24,0,24,0,11,0,1,11.674712746058608,33,12,21,0,33,0,1,16.052730025830588,0
2025-11-22T14:42:55.537919,400,0,0,42,145,0,141,0,16,194.76465147768823,6,1,5,0,0,0,0,2.921469772165324,4,1,3,0,4,0,0,1.9476465147768829,0
2025-11-22T14:42:57.551892,400,0,0,15,185,0,185,12,27,198.736593122715,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
2025-11-22T14:42:59.567903,400,0,0,2,198,0,198,14,28,198.5475458267682,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0
2025-11-22T14:43:01.628915,372,0,25,75,111,0,120,12,6,180.59981533523185,49,2,47,0,42,4,3,23.788685353296668,57,14,43,0,57,4,3,27.672552349753264,0
2025-11-22T14:43:03.644896,400,0,0,75,125,0,109,2,15,198.60150919578135,48,0,48,0,32,0,8,23.832181103493763,56,0,56,0,56,0,7,27.80421128740939,0
2025-11-22T14:43:05.658901,352,0,36,83,93,0,30,0,2,174.8967583219284,63,0,63,0,0,0,1,31.302544813299686,54,24,30,0,30,0,1,26.83075269711401,0
2025-11-22T14:43:07.677924,400,0,0,2,198,0,66,0,0,198.25628415997943,132,0,132,0,0,0,0,65.42457377279321,66,0,66,0,66,0,0,32.712286886396605,0
2025-11-22T14:43:09.691905,400,0,0,0,200,0,71,0,0,198.78714977353107,129,0,129,0,0,0,0,64.10885580196377,71,0,71,0,71,0,0,35.284719084801765,0
2025-11-22T14:43:11.708893,400,0,24,24,176,0,78,0,0,198.453743851408,114,0,114,0,4,0,0,56.55931699765128,62,0,62,0,62,0,0,30.76033029696824,0
2025-11-22T14:43:13.770914,400,0,0,0,200,0,70,0,0,194.0918942775616,130,0,130,0,0,0,0,63.07986564020752,70,0,70,0,70,0,0,33.96608149857328,0
2025-11-22T14:43:15.783899,400,0,0,0,200,0,74,0,0,198.82880120824535,126,0,126,0,0,0,0,62.631072380597296,74,0,74,0,74,0,0,36.7833282235254,0
2025-11-22T14:43:17.797896,400,0,0,0,200,0,84,0,0,198.7261882848648,116,0,116,0,0,0,0,57.63059460261078,84,0,84,0,84,0,0,41.7324995398216,0
2025-11-22T14:43:19.809893,398,0,12,12,187,0,83,0,0,197.9484103964677,104,0,104,0,0,0,0,51.72521276691617,83,0,83,0,83,0,0,41.28069865051964,0
2025-11-22T14:43:21.823930,400,0,0,0,200,0,81,0,0,198.7228222470516,119,0,119,0,0,0,0,59.12003961849784,81,0,81,0,81,0,0,40.24137150502794,0
2025-11-22T14:43:23.837905,400,0,0,0,200,0,78,0,0,198.74794081683083,122,0,122,0,0,0,0,60.61812194913341,78,0,78,0,78,0,0,38.755848459282014,0
2025-11-22T14:43:25.891954,400,0,0,0,200,0,85,0,0,194.8773143633662,115,0,115,0,0,0,0,56.02722787946778,85,0,85,0,85,0,0,41.41142930221532,0
2025-11-22T14:43:27.947923,400,0,0,13,187,0,78,0,1,194.6657152222406,109,0,109,0,0,0,0,53.04640739806056,78,0,78,0,78,0,1,37.95981446833692,0
2025-11-22T14:43:29.963898,400,0,0,0,200,0,79,0,1,198.6288781383657,122,0,122,0,1,0,1,60.58180783220155,78,0,78,0,78,0,0,38.73263123698131,0
2025-11-22T14:43:31.975924,400,0,12,19,181,0,87,0,0,198.91875997797067,102,0,102,0,8,0,0,50.72428379438252,79,0,79,0,79,0,0,39.2864550956492,0
2025-11-22T14:43:33.992921,400,0,12,27,173,0,84,0,2,198.429098554255,104,0,104,0,15,0,1,51.5915656241063,69,0,69,0,69,0,1,34.229019500608985,0
2025-11-22T14:43:36.006900,400,0,12,12,188,0,80,4,0,198.73202615927497,113,0,113,0,5,2,0,56.141797389995176,87,12,75,0,75,2,0,43.22421568964231,0
2025-11-22T14:43:38.023921,400,0,60,80,116,0,71,0,2,198.4267517023417,62,0,62,0,17,0,1,30.75614651386297,62,12,50,0,50,0,1,30.75614651386297,0
2025-11-22T14:43:40.037911,400,0,24,36,164,0,164,4,2,198.73134348689717,68,0,68,0,68,1,1,33.784328392772515,62,0,62,0,62,1,1,30.803358240469056,0
2025-11-22T14:43:42.051943,400,0,48,52,148,0,147,10,20,198.7302841769756,10,0,10,0,9,0,0,4.9682571044243895,13,0,13,0,13,0,0,6.458734235751707,0
2025-11-22T14:43:44.102955,374,0,24,28,159,0,159,3,0,182.4601217424621,78,0,78,0,78,1,0,38.05318047035306,67,0,67,0,67,0,0,32.686706301457114,0
2025-11-22T14:43:46.159920,398,0,48,100,97,0,105,4,11,193.6152862701952,43,5,38,0,42,1,2,20.91823444627737,45,5,40,0,44,1,2,21.89117558331353,0
2025-11-22T14:43:48.173935,400,0,12,20,180,0,180,10,32,198.7279537348991,1,0,1,0,1,0,0,0.4968198843372478,1,0,1,0,1,0,0,0.4968198843372478,0
2025-11-22T14:43:50.187908,376,0,85,101,83,0,98,14,6,186.86771451697547,14,1,13,0,13,0,3,6.957840434142704,32,13,19,0,32,0,3,15.903635278040468,0
2025-11-22T14:43:52.201919,400,0,12,43,157,0,157,0,2,198.72611766751584,75,0,75,0,75,0,1,37.26114706265922,82,0,82,0,82,0,1,40.738854121840745,0
2025-11-22T14:43:54.264972,400,0,12,12,188,0,188,0,0,194.02226676660047,89,0,89,0,89,0,0,43.169954355568606,99,0,99,0,99,0,0,48.020511024733615,0
2025-11-22T14:43:56.307016,400,0,1,7,193,0,193,0,0,196.02768912420788,81,0,81,0,81,0,0,39.695607047652096,112,0,112,0,112,0,0,54.88775295477821,0
2025-11-22T14:43:58.322947,396,0,37,41,153,0,154,2,2,196.61623889069216,73,1,72,0,72,1,1,36.24491272479931,82,1,81,0,82,1,1,40.71346360867868,0
2025-11-22T14:44:00.338936,398,0,84,107,92,0,100,0,6,197.53753227686232,48,5,43,0,46,0,3,23.823621983139173,46,5,41,0,46,0,3,22.83097106717504,0
2025-11-22T14:44:02.353964,398,0,0,20,179,0,150,4,8,197.64549140271532,90,1,89,0,59,2,4,44.69370408604116,91,1,90,0,91,2,4,45.19030079810829,0
2025-11-22T14:44:04.369052,400,0,7,26,170,0,177,6,10,198.71463124679536,83,4,79,0,82,3,5,41.23328598371004,83,4,79,0,83,3,5,41.23328598371004,0
2025-11-22T14:44:06.382997,392,0,7,18,178,0,167,0,3,194.8087292451752,107,1,106,0,94,0,1,53.17483170722893,73,1,72,0,73,0,2,36.27815621147394,0
2025-11-22T14:44:08.399982,398,0,13,31,168,0,168,2,18,197.57748866020185,81,0,81,0,81,1,9,40.21049392330741,87,0,87,0,87,1,9,43.18904902873759,0
2025-11-22T14:44:10.415957,400,0,2,44,156,0,161,0,12,198.5454781278528,63,1,62,0,62,0,6,31.270912805136813,71,1,70,0,71,0,6,35.24182236769387,0
2025-11-22T14:44:12.431908,400,0,0,3,197,0,197,0,0,198.6134763019421,120,0,120,0,120,0,0,59.58404289058263,77,0,77,0,77,0,0,38.23309418812386,0
2025-11-22T14:44:14.449908,396,0,0,32,166,0,119,0,6,196.372715361637,97,0,97,0,50,0,3,48.10139744969391,69,0,69,0,69,0,3,34.21645797967918,0
2025-11-22T14:44:16.469272,400,0,0,0,200,0,70,0,0,198.2192983502889,130,0,130,0,0,0,0,64.4212719638439,70,0,70,0,70,0,0,34.68837721130056,0
2025-11-22T14:44:18.488993,402,0,0,0,201,0,82,1,0,199.3429452283717,119,0,119,0,0,0,0,59.00947881138365,82,0,82,0,82,1,0,40.66199380280218,0
2025-11-22T14:44:20.504925,400,0,0,0,200,0,85,0,0,198.6228346903213,115,0,115,0,0,0,0,57.10406497346737,85,0,85,0,85,0,0,42.20735237169328,0
2025-11-22T14:44:22.518935,400,0,0,0,200,0,91,0,0,198.7413015521926,109,0,109,0,0,0,0,54.15700467297248,91,0,91,0,91,0,0,45.21364610312381,0
2025-11-22T14:44:24.580988,400,0,0,0,200,0,109,1,0,194.10208895677803,92,0,92,0,1,1,0,44.64348046005895,108,0,108,0,108,0,0,52.40756401833007,0
2025-11-22T14:44:26.600975,400,0,0,0,200,0,124,0,0,198.2190173203407,76,0,76,0,0,0,0,37.661613290864736,124,0,124,0,124,0,0,61.44789536930562,0
2025-11-22T14:44:28.616959,400,0,0,0,200,0,136,0,0,198.6029432915815,64,0,64,0,0,0,0,31.776470926653044,136,0,136,0,136,0,0,67.52500071913772,0
2025-11-22T14:44:30.632118,400,0,0,0,200,0,90,0,0,198.6802740632204,110,0,110,0,0,0,0,54.63707536738561,90,0,90,0,90,0,0,44.70306166422459,0
2025-11-22T14:44:32.650915,400,0,0,0,200,0,137,0,0,198.55739148393025,63,0,63,0,0,0,0,31.27278915871901,137,0,137,0,137,0,0,68.0059065832461,0
2025-11-22T14:44:34.664911,400,0,0,0,200,0,155,0,0,198.75038945192412,45,0,45,0,0,0,0,22.359418813341467,155,0,155,0,155,0,0,77.01577591262061,0
2025-11-22T14:44:36.706948,400,0,0,0,200,0,103,0,0,195.99407153895947,97,0,97,0,0,0,0,47.52856234819768,103,0,103,0,103,0,0,50.46847342128206,0
2025-11-22T14:44:38.719957,400,0,0,0,196,0,170,4,4,198.826162137999,113,0,113,0,87,2,2,56.16839080398472,83,0,83,0,83,2,2,41.25642864363479,0
2025-11-22T14:44:40.734927,376,0,12,30,152,0,170,14,2,186.79097902806905,78,2,76,0,78,3,1,38.749192457950485,74,14,60,0,74,3,1,36.7620543831838,0
2025-11-22T14:44:42.749072,400,0,14,15,185,0,182,5,7,198.74598666096,103,0,103,0,100,2,4,51.17709156519719,82,0,82,0,82,3,3,40.7429272654968,0
2025-11-22T14:44:44.764055,398,0,0,2,197,0,197,1,2,197.672569846559,113,0,113,0,113,1,1,56.123116564475296,84,0,84,0,84,0,1,41.71983886208783,0
2025-11-22T14:44:46.786922,400,0,0,0,198,0,198,0,0,198.34359165272335,107,0,107,0,107,0,0,53.0569107671035,87,0,87,0,87,0,0,43.13973118446733,0
2025-11-22T14:44:48.799898,400,0,0,0,200,0,200,0,0,198.83483363189185,90,0,90,0,90,0,0,44.73783756717567,110,0,110,0,110,0,0,54.67957924877026,0
2025-11-22T14:44:50.814957,400,0,0,0,200,0,200,0,0,198.66067696510737,81,0,81,0,81,0,0,40.22878708543424,119,0,119,0,119,0,0,59.10155139711944,0
2025-11-22T14:44:52.863972,400,0,0,0,192,0,192,0,0,195.3835025870483,104,0,104,0,104,0,0,50.79971067263256,88,0,88,0,88,0,0,42.98437056915063,0
2025-11-22T14:44:54.878944,400,0,0,0,186,0,186,0,4,198.71140681411336,105,0,105,0,105,0,0,52.16174428870476,73,0,73,0,73,0,0,36.26483174357569,0
2025-11-22T14:44:56.893926,400,0,0,0,200,0,200,0,0,198.703734497234,110,0,110,0,110,0,0,54.64352698673936,83,0,83,0,83,0,0,41.23102490817606,0
2025-11-22T14:44:58.908913,400,0,0,0,200,0,200,0,0,198.6259386721748,118,0,118,0,118,0,0,58.59465190829157,81,0,81,0,81,0,0,40.2217525811154,0
2025-11-22T14:45:00.922910,400,0,0,0,200,0,200,0,0,198.73021355671568,118,0,118,0,118,0,0,58.62541299923112,80,0,80,0,80,0,0,39.74604271134314,0
2025-11-22T14:45:02.936976,400,0,0,0,200,0,200,0,0,198.7174321163128,117,0,117,0,117,0,0,58.1248488940215,83,0,83,0,83,0,0,41.23386716413491,0
2025-11-22T14:45:04.951920,400,0,0,0,200,0,200,10,4,198.6644878626406,80,0,80,0,80,1,0,39.73289757252813,59,0,59,0,59,1,0,29.30301195973949,0
2025-11-22T14:45:07.005895,400,0,0,0,200,0,200,0,0,194.8989795728704,95,0,95,0,95,0,0,46.28850764855672,105,0,105,0,105,0,0,51.16098213787848,0
2025-11-22T14:45:09.019932,400,0,0,0,200,0,200,0,0,198.7260470502171,95,0,95,0,95,0,0,47.19743617442656,105,0,105,0,105,0,0,52.16558735068199,0
2025-11-22T14:45:11.033962,400,0,0,0,200,0,200,0,0,198.7578769989262,114,0,114,0,114,0,0,56.64599494469397,86,0,86,0,86,0,0,42.73294355476913,0
2025-11-22T14:45:13.047926,400,0,0,0,200,0,200,0,0,198.76482349823243,114,0,114,0,114,0,0,56.64797469699624,86,0,86,0,86,0,0,42.73443705211997,0
2025-11-22T14:45:15.062905,400,0,0,0,200,0,199,0,0,198.6597830720409,115,0,115,0,114,0,0,57.114687633211766,85,0,85,0,85,0,0,42.215203902808696,0
2025-11-22T14:45:17.119919,400,0,0,0,200,0,200,0,0,194.5922222106236,115,0,115,0,115,0,0,55.94526388555429,85,0,85,0,85,0,0,41.35084721975752,0
2025-11-22T14:45:19.133916,400,0,0,0,200,0,200,0,0,198.7266355292401,116,0,116,0,116,0,0,57.63072430347963,84,0,84,0,84,0,0,41.732593461140425,0
2025-11-22T14:45:21.147886,400,0,0,0,200,0,200,0,0,198.729224878347,117,0,117,0,117,0,0,58.128298276916496,83,0,83,0,83,0,0,41.236314162257,0
2025-11-22T14:45:23.206912,400,0,0,0,200,0,200,0,0,194.39817870358695,117,0,117,0,117,0,0,56.86146727079919,83,0,83,0,83,0,0,40.3376220809943,0
2025-11-22T14:45:25.226910,400,0,0,0,200,0,200,0,0,198.2479675915953,120,0,120,0,120,0,0,59.47439027747859,80,0,80,0,80,0,0,39.64959351831906,0
2025-11-22T14:45:27.243902,400,0,0,0,200,0,200,0,0,198.4377119765204,122,0,122,0,122,0,0,60.52350215283872,78,0,78,0,78,0,0,38.69535383542147,0
2025-11-22T14:45:29.304922,400,0,0,0,200,0,199,0,0,194.20506132828208,116,0,116,0,115,0,0,56.3194677852018,84,0,84,0,84,0,0,40.78306287893924,0
2025-11-22T14:45:31.319927,400,0,0,0,200,0,200,0,0,198.6291132994195,77,0,77,0,77,0,0,38.23610431013825,123,0,123,0,123,0,0,61.0784523395715,0
2025-11-22T14:45:33.376972,400,0,0,0,200,0,200,0,0,194.56645071386887,113,0,113,0,113,0,0,54.96502232666796,87,0,87,0,87,0,0,42.31820303026648,0
2025-11-22T14:45:35.394890,402,0,0,0,201,0,201,0,0,199.35376335441032,115,0,115,0,115,0,0,57.0290616561124,86,0,86,0,86,0,0,42.64782002109276,0
2025-11-22T14:45:37.472920,402,0,0,0,201,0,201,0,0,193.5627496649896,118,0,118,0,118,0,0,56.81692651857903,83,0,83,0,83,0,0,39.96444831391576,0
2025-11-22T14:45:39.487944,400,0,0,0,200,0,200,0,0,198.624809940276,117,0,117,0,117,0,0,58.09775690753073,83,0,83,0,83,0,0,41.21464806260727,0
2025-11-22T14:45:41.504920,400,0,0,0,200,0,200,0,0,198.4314924003976,117,0,117,0,117,0,0,58.041211527116296,83,0,83,0,83,0,0,41.1745346730825,0
2025-11-22T14:45:43.523986,400,0,0,0,200,0,200,0,0,198.24681972568865,115,0,115,0,115,0,0,56.995960671135485,85,0,85,0,85,0,0,42.127449191708834,0
2025-11-22T14:45:45.538941,400,0,0,0,200,0,200,0,0,198.7104183228616,117,0,117,0,117,0,0,58.122797359437016,83,0,83,0,83,0,0,41.23241180199378,0
2025-11-22T14:45:47.552942,400,0,0,0,200,0,200,0,0,198.78307508967455,114,0,114,0,114,0,0,56.65317640055726,86,0,86,0,86,0,0,42.738361144280034,0
2025-11-22T14:45:49.596899,400,0,0,0,200,0,200,0,0,195.8637407379778,113,0,113,0,113,0,0,55.33150675847873,87,0,87,0,87,0,0,42.60036361051017,0
2025-11-22T14:45:51.643941,400,0,0,0,200,0,200,0,0,195.51554163645463,112,0,112,0,112,0,0,54.74435165820729,88,0,88,0,88,0,0,43.013419160020014,0
2025-11-22T14:45:53.700896,400,0,0,0,200,0,200,0,0,198.78576012269411,113,0,113,0,113,0,0,56.1569772346611,87,0,87,0,87,0,0,43.23590282668598,0
2025-11-22T14:45:55.714909,400,0,0,0,200,0,200,0,0,198.72355193787612,117,0,117,0,117,0,0,58.12663894182877,83,0,83,0,83,0,0,41.2351370271093,0
2025-11-22T14:45:57.728902,400,0,0,0,200,0,200,0,0,198.727930195359,119,0,119,0,119,0,0,59.1215592331193,81,0,81,0,81,0,0,40.2424058645602,0
2025-11-22T14:45:59.743961,402,0,0,0,201,0,201,0,0,199.64012755294144,119,0,119,0,119,0,0,59.097450693532416,82,0,82,0,82,0,0,40.7226130829383,0
2025-11-22T14:46:01.758931,400,0,0,0,200,0,199,0,0,198.69166238840245,112,0,112,0,111,0,0,55.63366546875268,88,0,88,0,88,0,0,43.712165725448536,0
2025-11-22T14:46:03.824887,400,0,0,0,200,0,200,0,0,198.79544097550584,83,0,83,0,83,0,0,41.25005400241746,117,0,117,0,117,0,0,58.147666485335456,0
2025-11-22T14:46:05.838930,400,0,0,0,200,0,200,0,0,198.7304489577772,110,0,110,0,110,0,0,54.650873463388734,85,0,85,0,85,0,0,42.23022040352766,0
2025-11-22T14:46:07.853893,394,0,8,46,151,0,149,4,14,195.72723520360927,61,1,60,0,58,2,5,30.302947582284684,69,1,68,0,68,2,5,34.27710464225645,0
2025-11-22T14:46:09.867929,400,0,3,57,143,0,143,4,22,198.744079630232,56,0,56,0,56,2,11,27.824171148232484,71,0,71,0,71,2,11,35.27707413436618,0
2025-11-22T14:46:11.926942,374,0,16,17,170,0,177,10,10,181.7700899400994,29,1,28,0,25,1,1,14.09447221460664,44,10,34,0,44,1,1,21.384716463541107,0
2025-11-22T14:46:13.941917,400,0,0,27,173,0,171,0,12,198.72783603725424,63,0,63,0,61,0,2,31.299634175867546,51,0,51,0,51,0,5,25.33779909474992,0
2025-11-22T14:46:15.955892,398,0,0,39,156,0,77,2,9,197.76495448700064,96,3,93,0,9,1,6,47.70209957475392,66,3,63,0,66,1,3,32.79519345764332,0
2025-11-22T14:46:17.969929,396,0,0,0,198,0,63,0,0,196.7405343727646,135,0,135,0,0,0,0,67.07063671798794,63,0,63,0,63,0,0,31.29963046839437,0
2025-11-22T14:46:19.983895,400,0,0,0,200,0,52,0,0,198.76341061158087,148,0,148,0,0,0,0,73.54246192628493,52,0,52,0,52,0,0,25.839243379505515,0
