timestamp;total_packets;total_loopback;total_multicast;total_udp;total_tcp;total_options;total_fragment;total_fin;total_syn;total_intensity;input_packets;input_udp;input_tcp;input_options;input_fragment;input_fin;input_syn;input_intensity;output_packets;output_udp;output_tcp;output_options;output_fragment;output_fin;output_syn;output_intensity;;;;;
2026-04-16T04:16:49.520384;12;0;0;7;2;0;0;0;1;5.958057265792271;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;192.168.45.2;0;192.168.45.129;0;Other
2026-04-16T04:16:51.536366;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0.0.0;0;0.0.0.0;0;None
2026-04-16T04:16:53.553387;38;0;0;12;18;0;0;0;9;18.855398476743;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;192.168.45.2;0;192.168.45.129;0;Other
2026-04-16T04:16:55.573387;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0.0.0;0;0.0.0.0;0;None
2026-04-16T04:16:57.589373;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0.0.0;0;0.0.0.0;0;None
2026-04-16T04:16:59.605387;12;0;0;7;2;0;0;0;1;5.956867677837391;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;192.168.45.2;0;192.168.45.129;0;Other
2026-04-16T04:17:01.621369;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0.0.0;0;0.0.0.0;0;None
2026-04-16T04:17:03.639387;50;0;0;12;30;0;0;0;9;24.79545527635529;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;192.168.45.2;0;192.168.45.129;0;Other
2026-04-16T04:17:05.655372;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0.0.0;0;0.0.0.0;0;None
2026-04-16T04:17:07.668374;2;0;0;2;0;0;0;0;0;0.9943247704880005;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;192.168.45.128;33487;192.168.45.2;53;UDP
2026-04-16T04:17:09.684824;8;0;0;4;4;0;0;0;2;3.9713043402102586;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;192.168.45.129;60835;192.168.45.2;53;UDP
2026-04-16T04:17:11.700376;0;0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;0.0.0.0;0;0.0.0.0;0;None
2026-04-16T04:17:13.714379;40;0;0;12;20;0;0;0;10;19.874878841445835;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;192.168.45.2;0;192.168.45.129;0;Other
2026-04-16T04:17:15.729406;254;0;26;58;192;4;0;12;36;126.15556490783987;0;0;0;0;0;0;0;0.0;26;22;0;4;0;0;0;12.91356176221983;192.168.10.9;63210;224.0.0.252;5355;UDP
2026-04-16T04:17:17.741382;12;0;0;6;6;0;0;0;0;5.968940703664428;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;192.168.10.9;1029;192.168.10.3;49671;TCP
2026-04-16T04:17:19.757382;22;0;0;5;14;0;0;0;1;10.920679795827866;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;192.168.10.50;56108;192.168.10.3;3268;TCP
2026-04-16T04:17:21.771394;118;0;86;117;0;1;0;0;0;58.63931883171084;0;0;0;0;0;0;0;0.0;1;0;0;1;0;0;0;0.4969433799297529;192.168.10.25;137;192.168.10.255;137;UDP
2026-04-16T04:17:23.785361;307;0;193;281;18;0;0;0;9;152.568974755083;20;20;0;0;0;0;0;9.939346889581955;89;89;0;0;0;0;0;44.230093658639696;192.168.10.25;5353;224.0.0.251;5353;UDP
2026-04-16T04:17:25.799358;40;0;38;35;0;5;0;0;0;19.876355189934213;1;1;0;0;0;0;0;0.49690887974835535;28;23;0;5;0;0;0;13.91344863295395;192.168.10.25;5353;224.0.0.251;5353;UDP
2026-04-16T04:17:27.817354;133;0;115;118;14;1;0;0;0;65.95614498276025;0;0;0;0;0;0;0;0.0;36;35;0;1;0;0;0;17.85279112315315;192.168.10.25;137;192.168.10.255;137;UDP
2026-04-16T04:17:29.831386;290;0;3;42;245;3;0;14;46;144.09591007956178;0;0;0;0;0;0;0;0.0;3;0;0;3;0;0;0;1.490647345650639;192.168.10.14;49413;192.168.10.3;49666;TCP
2026-04-16T04:17:31.843395;690;0;133;188;499;1;0;26;80;343.2103865719979;0;0;0;0;0;0;0;0.0;37;36;0;1;0;0;0;18.4040352219767;192.168.10.5;137;192.168.10.255;137;UDP
2026-04-16T04:17:33.857456;224;0;108;164;46;0;0;2;9;111.3152247834533;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;192.168.10.5;137;192.168.10.255;137;UDP
2026-04-16T04:17:35.872398;247;0;168;184;63;0;0;0;6;122.69092457702732;2;0;2;0;0;0;1;0.9934487820002212;15;12;3;0;0;0;1;7.450865865001659;192.168.10.5;137;192.168.10.255;137;UDP
2026-04-16T04:17:37.886385;42;0;24;42;0;0;0;0;0;20.869928171081487;0;0;0;0;0;0;0;0.0;12;12;0;0;0;0;0;5.9628366203089955;192.168.10.25;5353;224.0.0.251;5353;UDP
2026-04-16T04:17:39.902394;151;0;0;18;133;0;0;6;18;74.96722435389971;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;192.168.10.14;49414;192.168.10.3;445;TCP
2026-04-16T04:17:41.916397;388;0;0;16;372;0;0;18;22;192.79918349503694;3;0;3;0;0;1;1;1.490715336301832;5;0;5;0;0;1;1;2.4845255605030534;192.168.10.14;49414;192.168.10.3;445;TCP
2026-04-16T04:17:43.930383;38;0;12;22;13;0;0;0;5;18.884065464565147;1;0;1;0;0;0;1;0.496949091172767;14;12;2;0;0;0;1;6.957287276418738;192.168.10.9;7725;255.255.255.255;7725;UDP
2026-04-16T04:17:45.944375;221;0;187;219;0;0;0;0;0;109.82537179195077;0;0;0;0;0;0;0;0.0;0;0;0;0;0;0;0;0.0;192.168.10.14;137;192.168.10.255;137;UDP
2026-04-16T04:17:47.960346;349;0;111;132;214;1;0;12;38;173.261439859555;6;0;6;0;0;0;1;2.978706702456533;63;55;7;1;0;0;1;31.276420375793595;192.168.10.51;5353;224.0.0.251;5353;UDP
2026-04-16T04:17:49.975396;637;0;222;276;357;0;0;26;59;316.4118632377574;9;0;9;0;0;1;2;4.470497282794061;124;111;13;0;0;1;2;61.59351811849595;192.168.10.51;5353;224.0.0.251;5353;UDP
2026-04-16T04:17:51.990366;371;0;123;163;206;2;0;8;14;184.2627743760667;21;0;21;0;0;1;1;10.429968360909434;67;44;21;2;0;1;1;33.27656572290153;192.168.10.8;5213;192.168.10.3;445;TCP
2026-04-16T04:17:54.004405;843;0;168;330;507;0;0;20;27;418.897014406567;14;0;14;0;0;1;1;6.95677129500823;27;12;15;0;0;1;1;13.41663035465873;192.168.10.25;49155;192.168.10.3;389;TCP
2026-04-16T04:17:56.020385;639;0;247;298;341;0;0;0;10;317.2382717040145;6;0;6;0;0;0;1;2.9787631145916853;57;48;9;0;0;0;1;28.29824958862101;192.168.10.25;137;192.168.10.255;137;UDP
2026-04-16T04:17:58.035465;121;0;113;115;6;0;0;0;0;60.0954169426162;0;0;0;0;0;0;0;0.0;23;23;0;0;0;0;0;11.423095782480765;192.168.10.25;137;192.168.10.255;137;UDP
2026-04-16T04:18:00.049418;110;0;55;75;27;0;0;0;11;54.675827389829095;4;0;4;0;0;0;1;1.9882119050846943;16;11;5;0;0;0;1;7.952847620338777;192.168.10.9;137;192.168.10.255;137;UDP
2026-04-16T04:18:02.064385;71;0;66;66;5;0;0;0;0;35.26698904030681;3;0;3;0;0;0;0;1.4901544664918371;13;11;2;0;0;0;0;6.457336021464627;192.168.10.5;7725;255.255.255.255;7725;UDP
2026-04-16T04:18:04.076391;209;0;119;171;38;0;0;1;2;103.95821224179426;1;0;1;0;0;1;0;0.4974077140755706;37;36;1;0;0;0;0;18.40408542079611;192.168.10.25;5353;224.0.0.251;5353;UDP
2026-04-16T04:18:06.091399;206;0;24;88;118;0;0;4;4;102.31046670133748;0;0;0;0;0;0;0;0.0;12;12;0;0;0;0;0;5.959833011728397;192.168.10.25;49162;192.168.10.50;139;TCP
2026-04-16T04:18:08.107429;38;0;24;26;12;0;0;0;0;18.870764428892677;0;0;0;0;0;0;0;0.0;12;12;0;0;0;0;0;5.95918876701874;192.168.10.25;5353;224.0.0.251;5353;UDP
2026-04-16T04:18:10.121468;94;0;48;64;18;0;0;0;9;46.71022050555591;1;1;0;0;0;0;0;0.49691723942080757;25;25;0;0;0;0;0;12.422930985520189;192.168.10.25;5353;224.0.0.251;5353;UDP
2026-04-16T04:18:12.135386;102;0;48;54;48;0;0;2;4;50.68781637750343;23;0;23;0;0;1;2;11.429605653750773;61;36;25;0;0;1;2;30.31330195125205;192.168.10.14;49445;131.253.61.80;443;TCP
2026-04-16T04:18:14.150422;40;0;24;28;12;0;0;4;2;19.867182778096716;0;0;0;0;0;0;0;0.0;12;12;0;0;0;0;0;5.960154833429015;192.168.10.25;5353;224.0.0.251;5353;UDP
2026-04-16T04:18:16.165441;58;0;44;44;14;0;0;0;0;28.815938992133557;0;0;0;0;0;0;0;0.0;22;22;0;0;0;0;0;10.930183755636866;192.168.10.51;5353;224.0.0.251;5353;UDP
2026-04-16T04:18:18.177411;59;0;42;48;11;0;0;0;2;29.347041209250587;2;0;2;0;0;0;1;0.9948149562457826;26;21;5;0;0;0;1;12.932594431195174;192.168.10.51;5353;224.0.0.251;5353;UDP
2026-04-16T04:18:20.195370;167;0;144;148;17;0;0;4;3;82.826378483101;2;0;2;0;0;0;0;0.9919326764443234;73;72;1;0;0;0;0;36.205542690217804;192.168.10.17;5353;224.0.0.251;5353;UDP
2026-04-16T04:18:22.210448;286;0;254;284;0;2;0;0;0;142.042720418437;0;0;0;0;0;0;0;0.0;98;96;0;2;0;0;0;48.6719811224015;192.168.10.17;5353;224.0.0.251;5353;UDP
2026-04-16T04:18:24.226459;273;0;217;235;32;0;0;4;6;135.5563935650061;0;0;0;0;0;0;0;0.0;48;48;0;0;0;0;0;23.834091176264806;192.168.10.17;137;192.168.10.255;137;UDP
2026-04-16T04:18:26.241383;88;0;84;88;0;0;0;0;0;43.70808678127279;0;0;0;0;0;0;0;0.0;12;12;0;0;0;0;0;5.9601936519917444;192.168.10.17;137;192.168.10.255;137;UDP
2026-04-16T04:18:28.255404;397;0;27;286;108;3;0;4;28;197.30101515655093;0;0;0;0;0;0;0;0.0;27;24;0;3;0;0;0;13.41845695019364;192.168.10.8;61303;224.0.0.252;5355;UDP
2026-04-16T04:18:30.269413;28;0;0;24;4;0;0;0;2;13.914295940761185;1;1;0;0;0;0;0;0.49693914074147094;1;1;0;0;0;0;0;0.49693914074147094;192.168.10.17;123;192.168.10.3;123;UDP
2026-04-16T04:18:32.284390;48;0;24;48;0;0;0;0;0;23.84302772377717;4;4;0;0;0;0;0;1.9869189769814308;16;16;0;0;0;0;0;7.947675907925723;192.168.10.51;5353;224.0.0.251;5353;UDP
2026-04-16T04:18:34.299358;18;0;0;16;0;0;0;0;0;8.939680711276655;5;5;0;0;0;0;0;2.4832446420212926;5;5;0;0;0;0;0;2.4832446420212926;192.168.45.128;56935;192.168.45.2;53;UDP
2026-04-16T04:18:36.314404;66;0;0;30;36;0;0;0;0;32.786116192043615;7;7;0;0;0;0;0;3.4773153537015955;7;7;0;0;0;0;0;3.4773153537015955;192.168.10.25;49155;192.168.10.3;389;TCP
2026-04-16T04:18:38.330379;204;0;0;16;182;0;0;10;37;101.27274345567585;3;3;0;0;0;0;0;1.4893050508187624;3;3;0;0;0;0;0;1.4893050508187624;192.168.10.9;1041;192.168.10.3;49666;TCP
2026-04-16T04:18:40.347395;30;0;0;10;20;0;0;2;0;14.88571410995276;3;3;0;0;0;0;0;1.488571410995276;3;3;0;0;0;0;0;1.488571410995276;192.168.10.9;1060;192.168.10.3;389;TCP
2026-04-16T04:18:42.362398;12;0;0;12;0;0;0;0;0;5.959902172232099;4;4;0;0;0;0;0;1.9866340574106998;4;4;0;0;0;0;0;1.9866340574106998;192.168.10.5;123;192.168.10.3;123;UDP
2026-04-16T04:18:44.377392;70;0;48;64;2;0;0;0;1;34.76770160915969;4;4;0;0;0;0;0;1.9867258062376965;28;28;0;0;0;0;0;13.907080643663875;192.168.10.17;5353;224.0.0.251;5353;UDP
2026-04-16T04:18:46.392401;40;0;24;36;4;0;0;2;0;19.868490923637857;8;6;2;0;0;1;0;3.9736981847275716;20;18;2;0;0;1;0;9.934245461818929;192.168.10.17;5353;224.0.0.251;5353;UDP
2026-04-16T04:18:48.408355;106;0;48;76;22;0;0;0;9;52.62123984552943;8;8;0;0;0;0;0;3.971414327964485;32;32;0;0;0;0;0;15.88565731185794;192.168.10.51;5353;224.0.0.251;5353;UDP
2026-04-16T04:18:50.425379;16;0;0;16;0;0;0;0;0;7.938554477256088;6;6;0;0;0;0;0;2.976957928971033;6;6;0;0;0;0;0;2.976957928971033;192.168.10.9;137;192.168.10.3;137;UDP
2026-04-16T04:18:52.440354;54;0;24;54;0;0;0;0;0;26.819435920419984;7;7;0;0;0;0;0;3.4765935452396275;19;19;0;0;0;0;0;9.436468194221845;192.168.10.17;5353;224.0.0.251;5353;UDP
2026-04-16T04:18:54.455421;30;0;0;25;2;0;0;0;1;14.898919190292604;7;7;0;0;0;0;0;3.476414477734941;7;7;0;0;0;0;0;3.476414477734941;192.168.45.2;0;192.168.45.129;0;Other
2026-04-16T04:18:56.472383;78;0;23;45;33;0;0;0;2;38.70250413783648;18;8;10;0;0;0;1;8.931347108731494;31;20;11;0;0;0;1;15.381764465037573;192.168.10.25;5353;224.0.0.251;5353;UDP
2026-04-16T04:18:58.486393;121;0;0;38;75;0;0;4;15;60.12793341070617;32;10;22;0;0;2;3;15.901602224318987;41;10;31;0;0;2;3;20.373927849908704;192.168.10.5;49185;64.4.27.50;443;TCP
2026-04-16T04:19:00.501388;92;0;24;42;50;0;0;0;0;45.694206551623935;40;9;31;0;0;0;0;19.867046326793016;40;21;19;0;0;0;0;19.867046326793016;64.4.27.50;443;192.168.10.5;49185;TCP
2026-04-16T04:19:02.515355;26;0;0;18;8;0;0;2;0;12.921512277532885;10;7;3;0;0;1;0;4.969812414435726;12;7;5;0;0;1;0;5.96377489732287;192.168.10.5;49185;64.4.27.50;443;TCP
2026-04-16T04:19:04.531821;23;0;0;18;5;0;0;0;3;11.415909710298887;6;6;0;0;0;0;0;2.978063402686666;7;6;1;0;0;0;1;3.4744073031344436;192.168.45.128;40387;192.168.45.2;53;UDP
2026-04-16T04:19:06.547389;179;0;86;100;77;2;0;6;7;88.90951740341437;41;5;36;0;0;3;4;20.364749796312786;84;41;41;2;0;3;3;41.722902021714006;192.168.10.14;59345;239.255.255.250;1900;UDP
2026-04-16T04:19:08.562403;245;0;110;130;105;2;0;8;20;121.68269044039563;5;2;3;0;0;0;1;2.4833202130692986;80;74;4;2;0;0;1;39.73312340910878;192.168.10.5;63090;239.255.255.250;1900;UDP
2026-04-16T04:19:10.576386;54;0;36;36;18;0;0;0;4;26.832977779536428;0;0;0;0;0;0;0;0.0;36;36;0;0;0;0;0;17.888651853024285;192.168.10.5;63090;239.255.255.250;1900;UDP
2026-04-16T04:19:12.592372;68;0;48;54;14;0;0;0;2;33.75821645228035;7;0;7;0;0;0;1;3.4751105171465064;31;24;7;0;0;0;1;15.3897751473631;192.168.10.14;59345;239.255.255.250;1900;UDP
2026-04-16T04:19:14.611384;61;0;12;25;33;0;0;8;3;30.237374204733058;1;0;1;0;0;0;1;0.4956946590939845;14;12;2;0;0;0;1;6.939725227315783;192.168.10.5;63090;239.255.255.250;1900;UDP
2026-04-16T04:19:16.625330;115;0;24;24;91;0;0;0;0;57.14498830787224;9;0;9;0;0;0;0;4.472216476268263;18;12;6;0;0;0;0;8.944432952536525;192.168.10.50;22;192.168.10.9;1064;TCP
2026-04-16T04:19:18.639456;669;0;0;80;583;0;0;28;90;332.454924225819;29;1;28;0;0;0;1;14.411349480640885;25;1;24;0;0;0;1;12.423577138483521;192.168.10.50;22;192.168.10.9;1068;TCP
2026-04-16T04:19:20.653333;238;0;24;100;138;0;0;12;10;118.29115062242886;53;2;51;0;0;4;5;26.342146987347604;69;14;55;0;0;4;5;34.29449324767896;192.168.10.8;1046;192.168.10.3;445;TCP
2026-04-16T04:19:22.671387;264;0;36;125;139;0;0;0;9;130.94370678727768;83;0;83;0;0;0;5;41.16790781569714;80;24;56;0;0;0;4;39.6799111476599;216.58.212.142;443;192.168.10.9;1077;TCP
2026-04-16T04:19:24.688377;1856;0;36;57;1799;0;0;0;4;921.0404342454574;1117;0;1117;0;0;0;1;554.3115113427672;678;0;678;0;0;0;1;336.4576586306143;172.217.11.46;443;192.168.10.9;1079;TCP
2026-04-16T04:19:26.702388;1026;0;60;96;930;0;0;4;4;509.89949116168316;549;0;549;0;0;2;2;272.840955797041;393;12;381;0;0;2;2;195.31237819351023;172.217.11.46;443;192.168.10.9;1079;TCP
2026-04-16T04:19:28.719356;96;0;24;44;40;0;0;0;9;47.6352431525397;10;0;10;0;0;0;0;4.9620044950562185;8;0;8;0;0;0;0;3.9696035960449754;192.168.10.8;137;192.168.10.255;137;UDP
2026-04-16T04:19:30.736359;206;0;60;88;118;0;0;2;4;102.2091548900073;44;0;44;0;0;0;2;21.83108162699185;52;12;40;0;0;0;2;25.800369195535822;192.168.10.8;137;192.168.10.255;137;UDP
2026-04-16T04:19:32.751376;113;0;24;28;85;0;0;2;0;56.121355491074524;41;0;41;0;0;1;0;20.362615709150933;44;0;44;0;0;1;0;21.852563200064417;192.168.10.5;49191;184.84.243.202;80;TCP
2026-04-16T04:19:34.765354;228;0;36;44;184;0;0;8;22;113.29357365801854;37;0;37;0;0;1;0;18.385360637485466;36;0;36;0;0;1;0;17.88845899863451;192.168.10.8;137;192.168.10.255;137;UDP
2026-04-16T04:19:36.780356;121;0;24;42;79;0;0;2;0;60.095794094277935;38;1;37;0;0;0;0;18.87305930233522;29;1;28;0;0;0;0;14.40312420441372;184.84.243.202;80;192.168.10.5;49191;TCP
2026-04-16T04:19:38.795390;17;0;0;8;6;0;0;0;3;8.443285725027547;1;1;0;0;0;0;0;0.49666386617809094;1;1;0;0;0;0;0;0.49666386617809094;192.168.45.2;0;192.168.45.129;0;Other
2026-04-16T04:19:40.809383;8;0;0;0;8;0;0;1;1;3.975199924368631;3;0;3;0;0;0;0;1.4906999716382365;5;0;5;0;0;1;1;2.484499952730394;192.168.10.9;1083;72.21.91.29;80;TCP
2026-04-16T04:19:42.823343;54;0;0;14;40;0;0;1;1;26.834036412577944;19;0;19;0;0;1;1;9.441605404425573;21;0;21;0;0;0;0;10.435458604891423;192.168.10.14;49450;13.82.187.188;443;TCP
2026-04-16T04:19:44.835358;175;0;36;59;112;0;0;10;29;87.04149845436793;9;3;6;0;0;0;1;4.4764199205103505;11;3;8;0;0;0;1;5.471179902845984;192.168.10.8;137;192.168.10.255;137;UDP
2026-04-16T04:19:46.849394;186;0;36;44;142;0;0;4;20;92.42724164694155;2;0;2;0;0;0;0;0.9938413080316295;2;0;2;0;0;0;0;0.9938413080316295;192.168.10.8;137;192.168.10.255;137;UDP
2026-04-16T04:19:48.862350;139;0;48;78;57;0;0;12;5;69.10702962634488;11;1;10;0;0;0;2;5.4689016251064295;26;13;13;0;0;0;2;12.926494750251562;192.168.10.8;137;192.168.10.255;137;UDP
2026-04-16T04:19:50.876410;399;0;36;76;323;0;0;0;4;198.26589137101917;148;0;148;0;0;0;2;73.5422353957665;175;0;175;0;0;0;2;86.95872428553471;192.168.10.14;49465;13.107.21.200;443;TCP
2026-04-16T04:19:52.890419;377;0;24;38;339;0;0;0;2;187.36650142499025;155;1;154;0;0;0;1;77.03397273441243;186;1;185;0;0;0;1;92.44076728129492;192.168.10.14;49465;13.107.21.200;443;TCP
2026-04-16T04:19:54.907357;92;0;36;52;32;0;0;2;9;45.65068438293265;8;1;7;0;0;1;0;3.9696247289506656;8;1;7;0;0;1;0;3.9696247289506656;192.168.10.8;137;192.168.10.255;137;UDP
2026-04-16T04:19:56.921371;55;0;36;42;13;0;0;0;0;27.332047811918144;7;1;6;0;0;0;0;3.4786242669714005;8;1;7;0;0;0;0;3.9755705908244576;192.168.10.8;137;192.168.10.255;137;UDP
2026-04-16T04:19:58.935344;128;0;24;46;82;0;0;0;8;63.60780305890847;39;3;36;0;0;0;3;19.380502494511173;37;3;34;0;0;0;3;18.38663057171573;192.168.10.8;137;192.168.10.255;137;UDP
2026-04-16T04:20:00.949371;203;0;0;20;183;0;0;4;8;100.87153459974277;89;1;88;0;0;2;4;44.224465908261614;96;1;95;0;0;2;4;47.702794687563085;8.253.154.120;80;192.168.10.14;49471;TCP
2026-04-16T04:20:02.963360;159;0;0;22;137;0;0;6;8;79.00780050201004;68;1;67;0;0;3;4;33.7894995857653;59;1;58;0;0;3;4;29.31735993470813;65.52.98.233;443;192.168.10.14;49472;TCP
2026-04-16T04:20:04.979431;129;0;0;20;97;0;0;0;11;64.036638271044;45;3;42;0;0;0;1;22.33836218757349;40;3;37;0;0;0;1;19.85632194450977;134.170.51.247;443;192.168.10.14;49478;TCP
2026-04-16T04:20:06.996379;85;0;0;4;81;0;0;0;0;42.17680369397966;54;0;54;0;0;0;0;26.794675287940017;27;0;27;0;0;0;0;13.397337643970008;134.170.51.247;443;192.168.10.14;49478;TCP
2026-04-16T04:20:09.012349;29;0;0;9;20;0;0;0;2;14.396419536930154;9;1;8;0;0;0;0;4.467854339047289;9;1;8;0;0;0;0;4.467854339047289;192.168.10.14;49467;23.15.4.24;80;TCP
2026-04-16T04:20:11.029397;23;0;0;3;20;0;0;0;2;11.412588736259382;9;0;9;0;0;0;1;4.465795592449323;11;0;11;0;0;0;1;5.458194612993617;192.168.10.14;49479;13.107.4.50;80;TCP
2026-04-16T04:20:13.043352;40;0;0;8;32;0;0;2;2;19.88088214190788;14;0;14;0;0;1;1;6.958308749667758;18;0;18;0;0;1;1;8.946396963858545;192.168.10.14;49480;134.170.104.154;443;TCP
2026-04-16T04:20:15.059409;22;0;0;4;15;0;0;0;3;10.921380353521336;5;0;5;0;0;0;0;2.482131898527576;4;0;4;0;0;0;0;1.9857055188220611;13.107.4.50;80;192.168.10.14;49479;TCP
2026-04-16T04:20:17.075340;52;0;0;12;40;0;0;0;4;25.81637785616066;17;0;17;0;0;0;2;8.439969683744831;23;0;23;0;0;0;2;11.418782513301831;192.168.10.14;49450;13.82.187.188;443;TCP
2026-04-16T04:20:19.092397;261;0;0;32;225;0;0;0;29;129.4973941732206;88;0;88;0;0;0;11;43.66195665610503;99;0;99;0;0;0;11;49.11970123811817;192.168.10.14;49483;23.194.182.11;443;TCP
2026-04-16T04:20:21.106375;373;0;0;74;299;0;0;0;10;185.37290482074295;177;1;176;0;0;0;5;87.96515858785925;124;1;123;0;0;0;5;61.62530884121213;204.93.43.11;80;192.168.10.9;1095;TCP
2026-04-16T04:20:23.122437;1161;0;0;2;1159;0;0;5;3;576.3771544959101;652;0;652;0;0;2;1;323.68467246454213;507;0;507;0;0;3;2;251.69958426307184;206.126.112.141;443;192.168.10.9;1098;TCP
2026-04-16T04:20:25.139391;160;0;24;48;108;0;0;12;3;79.38893499910566;51;2;49;0;0;2;1;25.305223030964928;55;14;41;0;0;2;1;27.289946405942572;13.107.4.50;80;192.168.10.14;49479;TCP
2026-04-16T04:20:27.153357;240;0;0;15;225;0;0;6;7;119.27689712011298;128;0;128;0;0;3;4;63.61434513072692;97;0;97;0;0;3;3;48.20774591937899;13.107.4.50;80;192.168.10.14;49479;TCP
2026-04-16T04:20:29.170381;314;0;0;15;291;0;0;2;11;155.8263898510457;158;0;158;0;0;1;1;78.4094573135835;111;0;111;0;0;1;1;55.085125074732716;13.107.4.50;80;192.168.10.14;49479;TCP
2026-04-16T04:20:31.184388;857;0;0;0;857;0;0;10;6;425.99050465008105;466;0;466;0;0;1;0;231.63544360202772;314;0;314;0;0;1;0;156.08053495930625;13.107.4.50;80;192.168.10.14;49479;TCP
